标题,卖点,总价,单价,户型,楼层,共有楼层数,装修,朝向,建造时间,面积,小区,区域,所属区,梯户比例,是否有电梯,房屋属性,详情页
时代花生 高层南向大阳台3房 南北对流  自住保养好,高层南向大阳台 通风采光好  视野开阔 自住保养好,385,44463,3室1厅,高楼层,32,精装,南,0,86.59,时代花生Ⅱ,同和,白云,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403407092.html
满五年唯一(广东省)省税费，业主诚心卖，装修保养新,此房满五年唯一，业主诚心卖，装修保养新，随时交易,372,41219,3室2厅,低楼层,31,精装,东北,2004,90.25,富力桃园,罗冲围,白云,三梯八户,有,商品房,https://gz.lianjia.com/ershoufang/108403404046.html
小区环境好 鸟语花香  楼龄新  户型方正 ，满5年,白云山脚下，环境好，南向电梯房，采光好， 户型方正，满5年,260,35288,2室1厅,低楼层,8,精装,东,2003,73.68,白云畔山花园圣地摩坊,梅花园,白云,一梯七户,有,商品房,https://gz.lianjia.com/ershoufang/108403407971.html
天荣小区 2室1厅 西,链家网真房源，更多房源信息请联系经纪人,450,60330,2室1厅,高楼层,24,精装,西,1997,74.59,天荣小区,天河南,天河,三梯七户,有,商品房,https://gz.lianjia.com/ershoufang/108403402184.html
白云明珠广场 3室2厅 东,链家网真房源，更多房源信息请联系经纪人,325,26325,3室2厅,中楼层,14,简装,东,1996,123.46,白云明珠广场,机场路,白云,两梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403410483.html
富力金港城东区大三房，卧室带主套，保养新净,此房装修新净，格局方正，南北对流，采光视野开阔,168,13430,3室1厅,中楼层,11,精装,南,2013,125.1,富力金港城东区,花东镇,花都,一梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403415415.html
五山地铁、华工东秀村少有三房..,此房产权清晰，近地铁，校园内，近饭堂，满五唯一,648,78186,3室1厅,低楼层,9,简装,南,0,82.88,华南理工大学宿舍东秀村,五山,天河,一梯三户,有,房改房,https://gz.lianjia.com/ershoufang/108403405881.html
厅出阳台，中楼层，望小区花园，过五年唯一免重税,厅出阳台，中楼层，望小区花园，过五年唯一免重税，采光通风好~,380,54395,2室1厅,中楼层,26,其他,西南,2005,69.86,富力广场T区,中山八,荔湾,两梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403402059.html
华侨新村 3室2厅 东南,链家网真房源，更多房源信息请联系经纪人,728,65117,3室2厅,中楼层,7,精装,东南,2000,111.8,华侨新村,淘金,越秀,一梯两户,有,商品房,https://gz.lianjia.com/ershoufang/108403406500.html
配套成熟 环境舒适 业主诚心放卖,"业主诚意放卖,近地铁,环境舒服,老城区少有好房",93,27987,1室1厅,高楼层,7,简装,南 北,0,33.23,洪德路,洪德,海珠,一梯四户,无,商品房,https://gz.lianjia.com/ershoufang/108403407614.html
过五唯一 无按揭 产权清晰无比 新装修直接入住,06年10月收楼入住 保养好直接入住 很温馨的小三房,468,60764,3室2厅,低楼层,28,精装,北,2007,77.02,逸景翠园,广州大道南,海珠,三梯八户,有,商品房,https://gz.lianjia.com/ershoufang/108403405005.html
聚龙阁 厅出阳台 大三房 安静舒适  视野开阔,聚龙阁 厅出阳台 安静舒适 大三房 视野开阔,750,69677,3室2厅,高楼层,31,精装,东 东北,2004,107.64,聚龙阁,龙口西,天河,三梯九户,有,商品房,https://gz.lianjia.com/ershoufang/108403402541.html
满五唯一好房 中高楼层，视野开阔，装修保养佳,满五唯一好房 中高楼层，视野开阔，装修保养佳,320,28214,3室2厅,高楼层,55,精装,东北,0,113.42,亚运城天誉,亚运城,番禺,四梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403404239.html
天景 南向望花园  格局方正 业主急卖,此房格局通透，舒适三房，采光通透，近地铁口,148,15727,3室1厅,高楼层,21,其他,南,2008,94.11,万科天景花园,秀全街,花都,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403415593.html
仁安花园 3室2厅 北,链家网真房源，更多房源信息请联系经纪人,130,13955,3室2厅,高楼层,11,毛坯,北,0,93.16,仁安花园,朱村,增城,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403384353.html
誉山国际一房一厅.南向.视野开阔.旁边是商场,此房中楼层，南向，位置靓，视野开阔，通透格局好。,25.8,6499,1室1厅,中楼层,28,毛坯,南,0,39.7,合景誉山国际,永和,增城,三梯二十六户,有,商品房,https://gz.lianjia.com/ershoufang/108403401821.html
万科云城米酷 1室0厅 北,链家网真房源，更多房源信息请联系经纪人,39.5,21585,1室0厅,高楼层,18,精装,北,2017,18.3,万科云城米酷,智慧城,天河,七梯一百六十八户,有,商品房,https://gz.lianjia.com/ershoufang/108403403817.html
汇港威华雅苑 3室2厅 南 北,链家网真房源，更多房源信息请联系经纪人,135,12777,3室2厅,中楼层,31,精装,南 北,2018,105.66,汇港威华雅苑,朱村,增城,两梯五户,有,商品房,https://gz.lianjia.com/ershoufang/108403391129.html
时代廊桥  全新小三房  望小区花园,小三房，视野开阔 舒服中高楼层,135,16271,3室1厅,高楼层,33,精装,北,2017,82.97,增城时代廊桥,永和,增城,两梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403387746.html
精装三房，凤岗地铁站600米位于教育城板块，配套齐全,房子保养好，精装三房，凤岗站600米，位于教育城板块,153.5,18720,3室2厅,中楼层,27,精装,东北,0,82,保利中航城一期,朱村,增城,两梯七户,有,商品房,https://gz.lianjia.com/ershoufang/108403385675.html
高层洋房，稀有南向4房，看花园+白云山景，采光通风好,此房2022.6.30号满五年，南向4房，看花园看白云山,780,63148,4室2厅,高楼层,7,其他,南,0,123.52,万科峯境,白云大道南,白云,一梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403328498.html
独栋别墅。少有放盘。大户之家。南北对流,此房满5年五一物业，无按揭。坐北朝南的独栋别墅。教育资源丰..,,,5室2厅,独栋,1,精装,东南,2010,319,广州雅居乐花园灏湖居,雅居乐,番禺,,,商品房,https://gz.lianjia.com/ershoufang/108403358493.html
独栋别墅。少有放盘。大户之家。南北对流,此房满5年五一物业，无按揭。坐北朝南的独栋别墅。教育资源丰..,,,5室2厅,独栋,1,精装,东南,2010,319,广州雅居乐花园灏湖居,雅居乐,番禺,,,商品房,https://gz.lianjia.com/ershoufang/108403358493.html
海联路实用140方电梯平层带小院，一梯两户南北对流。,户型方正 南北对流 大阳台花园,480,54061,4室2厅,高楼层,9,精装,东南,0,88.79,海联路,东晓路,海珠,一梯四户,无,商品房,https://gz.lianjia.com/ershoufang/108403346525.html
业主诚心放卖 南北对流4房 高层看城市景观 佳格可谈,此房满五唯一，税费少，高层远望城市夜景视野宽阔，心旷神怡,2498,126035,4室2厅,高楼层,29,精装,南,2010,198.2,嘉裕丹顿阳光,珠江新城东,天河,三梯三户,有,商品房,https://gz.lianjia.com/ershoufang/108403373959.html
誉峰A4栋，四房双主套，高层正南向望花园单边位,此房正南向单边位，楼层好，视野开阔，采光充足，安静望花园。,4150,176943,4室2厅,高楼层,45,精装,南,2007,234.54,誉峰,珠江新城东,天河,两梯两户,有,商品房,https://gz.lianjia.com/ershoufang/108403357624.html
温馨舒适  精装修可拎包入住  中楼层采光好  西南望江,温馨舒适，产权清晰，户型方正实用，配套完善,910,54122,5室2厅,中楼层,26,精装,西南,2015,168.14,花语水岸,大坦沙,荔湾,两梯五户,有,商品房,https://gz.lianjia.com/ershoufang/108403366427.html
大德路 全新两房 视野开阔 采光充足,中楼层 对流格局 户型方正实用 配套完善 生活便利,90,31668,2室1厅,高楼层,6,精装,东 西,0,28.42,大德路,解放南,越秀,一梯四户,无,商品房,https://gz.lianjia.com/ershoufang/108402859835.html
天河北 高档小区 四房两厅  业主诚意放卖,通风采光好，户型方正，居住舒适，小区居住人群素质高。,1200,97546,4室2厅,中楼层,27,精装,东,2002,123.02,希尔顿阳光,龙口西,天河,两梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403353001.html
五山 两梯两户 182方品质五房 2011年楼龄新,此房满五唯一  两梯两户，五房两厅两卫三阳台，套内使用率82%,1750,96467,5室2厅,中楼层,23,精装,南 北,2011,181.41,茶山睿峰园,五山,天河,两梯两户,有,商品房,https://gz.lianjia.com/ershoufang/108403377486.html
顺华名庭 电梯三房 此户型方正 少有放盘  满五,中大地铁口，电梯房，配套设施齐全，交通便利,418,45509,3室1厅,高楼层,12,精装,东北,2001,91.85,顺华名庭,新港西,海珠,一梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403363696.html
满五唯一，西南向，业主自住保养好 温馨三房,满五唯一，电梯中层，西南向，业主自住 保养好 温馨三房,,,3室2厅,低楼层,28,精装,西南,2007,107.17,珠江俊园,华景新城,天河,三梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403368655.html
时代倾城(增城区) 2室1厅 北,链家网真房源，更多房源信息请联系经纪人,85,14913,2室1厅,高楼层,31,精装,北,2011,57,时代倾城(增城区),荔城增江,增城,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403396454.html
过五年唯一，中楼层，税费免1%契税1%,此房过五年唯一，户型正方 视野很好 业主自住保养好,129,16071,2室2厅,中楼层,11,精装,北,2014,80.27,富雅都市华庭,新塘北,增城,一梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403381427.html
凤天苑满五年高层大四房 正南向无遮挡 一线景观,业主诚心卖，保养新，高楼层，大四房，优质靠山户型,271,20106,4室2厅,高楼层,24,精装,南,2002,134.79,碧桂园凤凰城凤天苑,凤凰城,增城,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403388491.html
精装三房，户型方正，中高楼层望，小区园林,05户型，方正户型中高楼层，视野好，刚需必看，看小区园林，,134.5,16244,3室2厅,中楼层,33,精装,北,2017,82.8,增城时代廊桥,永和,增城,两梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403386028.html
新世界花园 近地铁 南向 小区环境好 保养好,房本2022年6月15号满五年  南向望花园 保养好,240,24750,3室1厅,低楼层,18,精装,南,2014,96.97,新塘新世界花园万象苑,沙村,增城,三梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403396778.html
锦绣天伦精装两房，中楼层望花园，看房方便！,此房过五年，税费可省5.3%的增值税，业主也是换房诚心!,168,20677,2室2厅,中楼层,33,精装,北,2015,81.25,敏捷锦绣天伦,新塘北,增城,两梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403390344.html
南北对流3房，视野好，采光充足,小区地铁口的品质小区，业主自住，装修保养好,210,19743,3室2厅,高楼层,32,精装,南 北,2011,106.37,尚东阳光雅苑,沙村,增城,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403378892.html
沙村地铁口600米 ，满五唯一，中层方正大两房，采光好,满五年唯一，中楼层，距离小区出入口100米，中层方正大两房,148,19718,2室2厅,中楼层,6,精装,北,0,75.06,新塘新世界花园嘉怡苑,沙村,增城,一梯四户,无,商品房,https://gz.lianjia.com/ershoufang/108403399555.html
三房装修新净，采光充足，配套齐全。,三房装修新净，采光充足，配套齐全。,76,8437,3室2厅,中楼层,8,精装,北,0,90.08,塘园中路,荔城富鹏,增城,一梯两户,暂无数据,商品房,https://gz.lianjia.com/ershoufang/108403398282.html
珠光山水御苑 2室1厅 西南,链家网真房源，更多房源信息请联系经纪人,61,7901,2室1厅,中楼层,31,毛坯,西南,2014,77.21,珠光山水御苑,江浦街,从化,六梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403378878.html
中间楼层，户型方正，视野好，采光足,小区环境好，户型方正，采光充足，交通方便。,124.6,18164,3室2厅,中楼层,32,精装,北,2017,68.6,保利i立方,永和,增城,两梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403392571.html
锦绣天伦三街3房2卫精装修，业主自住，看房方便！,此房满5不唯一 精装修 保养好 税费低,208,20926,3室2厅,高楼层,33,精装,南,2015,99.4,敏捷锦绣天伦,新塘北,增城,两梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403396628.html
碧桂园凤凰城凤馨苑 4室2厅 西,链家网真房源，更多房源信息请联系经纪人,175,18887,4室2厅,高楼层,18,精装,西,2002,92.66,碧桂园凤凰城凤馨苑,凤凰城,增城,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403386647.html
岗贝路精装三房 南北对流 双阳台采光通风好,此房满五唯一 户型方正 精装修三房 生活便利,156,22642,3室1厅,中楼层,6,精装,南,0,68.9,岗贝路,机场路,白云,一梯两户,无,商品房,https://gz.lianjia.com/ershoufang/108403329849.html
融创空港经济区 祈福都会 2房 没入住过 看花园,看花园，视野开阔，无遮挡，户型方正实用，业主诚心出卖,88,11402,2室2厅,低楼层,11,精装,北,2009,77.18,祈福都会花园,花山镇,花都,一梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403331233.html
锦绣花园南区  低 楼层 南向望园内,此房满五锦绣花园南区 低楼层  三房  园中安静,178,22195,3室2厅,低楼层,7,简装,东南,1997,80.2,锦绣花园南区,钟村,番禺,一梯四户,无,商品房,https://gz.lianjia.com/ershoufang/108403345162.html
三堂路，大三房 满五年  清晰随时可以过户,此房子满五年，楼层好，采光充足，配套设施齐全 交通便利,125,16150,3室1厅,低楼层,6,精装,东南 南,0,77.4,三堂路,市桥,番禺,一梯两户,无,商品房,https://gz.lianjia.com/ershoufang/108403337908.html
刚需三房，中层，满五税费少，看房方便,刚需三房，中层，满五税费少，看房也方便。,196,24969,3室1厅,中楼层,7,简装,南,2004,78.5,美心东苑,番禺客运站,番禺,一梯两户,无,商品房,https://gz.lianjia.com/ershoufang/108403334988.html
诚心卖，户型方正，南北对流，采光好,南北对流，视野开阔，采光充足，居住环境好,133,11514,3室2厅,低楼层,32,毛坯,南,2017,115.52,金地香山湖,永和,增城,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403349233.html
亚运城天成2区 3室1厅 南,链家网真房源，更多房源信息请联系经纪人,314,32648,3室1厅,高楼层,50,精装,南,2019,96.18,亚运城天成2区,亚运城,番禺,三梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403363530.html
地铁口物业 刚需方正3房 采光充足 配套成熟  格局好,采光布局好，小区经改造后环境干净整洁，地铁口在家门,96,9982,3室2厅,高楼层,6,精装,东南,0,96.18,培新楼,旧区,花都,一梯八户,暂无数据,商品房,https://gz.lianjia.com/ershoufang/108403367475.html
此房满两年，业主包增值税，全新装修、三面采光！,此房满两年，业主包增值税，新装修三房，通风采光好！,123,19432,3室1厅,高楼层,6,精装,南,0,63.3,清河中路,市桥,番禺,一梯三户,无,商品房,https://gz.lianjia.com/ershoufang/108403360247.html
金海岸花园聚湖 3室1厅 西,链家网真房源，更多房源信息请联系经纪人,373,38035,3室1厅,中楼层,17,精装,西,2014,98.07,金海岸花园聚湖,番禺客运站,番禺,两梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403336439.html
天河北芳草园 C栋 厅出阳台 过五唯一 有钥匙,此房过五年唯一，楼层中等看整个小区安静视野很好,,,3室1厅,低楼层,31,精装,东南,2004,126.45,芳草园,天润路,天河,三梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403338889.html
入门级好房！鸟语花香公园旁，大厅大房好楼层,房屋过五年广东唯一，低于市场实属难得，正规两房通风采光,108,19303,2室1厅,中楼层,9,简装,东 西 北,0,55.95,桂花岗,桂花岗,越秀,一梯三户,无,商品房,https://gz.lianjia.com/ershoufang/108403368403.html
电梯高层望江，采光通风好，过五唯一,此房楼层好，采光充足，视野好，设施配套齐全，交通便利,270,26920,3室1厅,中楼层,16,简装,东,1997,100.3,丽江花园德荫楼,南浦,番禺,一梯十一户,有,商品房,https://gz.lianjia.com/ershoufang/108403352012.html
岗贝社区白沙新村  精装实用三房  明亮方正看房方便,低层精装修实用三房，方正安静，新净明亮，低税费；,138,25485,3室2厅,低楼层,9,精装,南 北,1998,54.15,白沙新村,机场路,白云,一梯三户,无,商品房,https://gz.lianjia.com/ershoufang/108403355640.html
金口岸大厦 市桥芯  繁华中  满五 电梯高层,幸福就是有家回，电梯高层  方正三房，推窗见景 随时看房,288,26073,3室1厅,高楼层,22,简装,东南,2003,110.46,金口岸大厦,市桥,番禺,两梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403369136.html
路劲天隽峰 南北对流单位 安静不靠路 户型双阳台设计,南北 对流，夜景好靓，，自驾或公共交通都便利,310,27928,3室2厅,中楼层,32,精装,西南,2019,111,路劲天隽峰,旧区,花都,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403352424.html
山景城南向三房，南北对流，居住舒适,此房视野充足，格局好，居住舒适,325,34491,3室2厅,高楼层,35,其他,南,0,94.23,万科山景城,科学城,黄埔,两梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403364061.html
精装电梯三房 带大平台 花园小区 近地铁,房子已经满五年 全新装修 带60方大平台仅自己用 近地铁,195,31296,3室1厅,低楼层,15,精装,北,1995,62.31,金迪城市花园,机场路,白云,两梯十二户,有,商品房,https://gz.lianjia.com/ershoufang/108403358160.html
金泽豪庭，南向三房，安静舒适，拎包入住,金泽豪庭，南向三房，安静舒适，保养好，拎包入住,188,21058,3室1厅,中楼层,26,精装,南,2007,89.28,金泽豪庭,白江,增城,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403332491.html
同德花园 低层南向 望花园 景观好 安静不吵,此房满五唯一，产权清晰，户型靓，秒杀房源！,140,25501,2室1厅,中楼层,8,简装,南,1998,54.9,同德花园同景苑,同德围,白云,一梯三户,无,商品房,https://gz.lianjia.com/ershoufang/108403351594.html
公园前地铁50米 框架结构 三面采光精装3房,公园前地铁50米，框架结构，三面采光，精装3房，有电梯位。,245,40664,3室1厅,中楼层,9,精装,东南,0,60.25,中山五路,公园前,越秀,一梯五户,无,商品房,https://gz.lianjia.com/ershoufang/108403367946.html
星海公园旁小区管理 户型好方正南北对流 可公积金,星海公园旁边 框架结构可公积金贷款 小区管理,138,14968,3室1厅,高楼层,7,简装,南 北,1999,92.2,星海园,市桥,番禺,一梯两户,无,商品房,https://gz.lianjia.com/ershoufang/108403345667.html
距离3号线市桥地铁800米，过五年，唯一.,在3号线地铁沿线，1公里范围内，原装3房，，过五年唯一..,160,19121,3室2厅,低楼层,32,简装,西,1998,83.68,侨基花园,市桥,番禺,三梯八户,有,商品房,https://gz.lianjia.com/ershoufang/108403364072.html
户型方正 通风采光好，南向安静望花园，交通便利，,户型方正 通风采光好，南向安静望花园，交通便利，,368,47793,2室1厅,高楼层,19,精装,南,1996,77,广海花园,天河公园,天河,两梯八户,有,商品房,https://gz.lianjia.com/ershoufang/108403340008.html
珠江新城标杆盘，中海花城湾大三房,珠江新城标杆盘，户型楼层无可挑剔，富饶繁华之地，达官显贵之所,,,3室1厅,高楼层,30,精装,北,2005,131.79,中海花城湾,珠江新城中,天河,三梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403360317.html
交委小区 高层两房 实用率高 景观好,交委小区 实用两房一厅。地铁景云路已动工，高层景观好,125,24258,2室2厅,高楼层,9,简装,北,1999,51.53,广园云苑新村,景泰,白云,一梯三户,无,商品房,https://gz.lianjia.com/ershoufang/108403373221.html
运动员村南向  次顶配置 采光通风好 证过五年唯一,次顶楼配置，采光通风好，证过五年唯一，两卫都重做了防水。,318,27129,3室2厅,高楼层,11,精装,南,2009,117.22,亚运城运动员村一区,亚运城,番禺,一梯两户,有,商品房,https://gz.lianjia.com/ershoufang/108403365189.html
怡芳苑电梯2房 南向宽楼距  花园小区,"该房子通风采光充足，适合新婚·老人‘一家三口的家庭居住
绿..",210,33904,2室1厅,低楼层,9,简装,南,1995,61.94,怡芳苑,花地湾,荔湾,一梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403349866.html
鸿运楼 3室1厅 西北,链家网真房源，更多房源信息请联系经纪人,150,20287,3室1厅,中楼层,9,简装,西北,1993,73.94,鸿运楼,机场路,白云,一梯七户,无,商品房,https://gz.lianjia.com/ershoufang/108403376465.html
此房满五唯一，南北对流，中高层，视野开阔。。。,南北对流，精装修，采光充足，中高楼层，人车分流。,165,17395,3室1厅,高楼层,18,精装,南 北,0,94.86,合景誉山国际,永和,增城,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403360143.html
店长推荐：电梯小三房，精装修拎包入住，业主诚心卖,"此房满五唯一
精装修拎包入住
两房改的三房，实用性高",210,25748,3室2厅,中楼层,6,精装,北,2002,81.56,东方白云花园,市桥北,番禺,一梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403338960.html
保利地铁两房 望花园 三期好楼层 视野宽阔 安静舒适！,保利地铁两房 望花园 三期好楼层 视野宽阔 安静舒适！,118,14644,2室2厅,中楼层,26,简装,北,2012,80.58,保利城花园,秀全街,花都,两梯五户,有,商品房,https://gz.lianjia.com/ershoufang/108403344567.html
小区很舒服的栋数，南向单边位望山。装修新净保养好。,这套房证满2年，产权清晰，南向单边位望山。装修新净保养好。,106,9537,3室2厅,低楼层,24,精装,南,2014,111.15,逸泉映翠,江浦街,从化,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403357337.html
南向高层望江无遮挡 证满两年可以交易 双公园在盘边,此房源纯南向高层望江无任何遮挡，产权清晰满二唯一无抵押,1200,92351,4室2厅,高楼层,39,精装,南,2017,129.94,金融街融御,工业大道南,海珠,三梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403362702.html
厅出阳台南向 楼梯中层 格局好 小区新,房子是过五年唯一，免个税，楼梯中层，格局方正，厅出阳台南向,179,22317,3室1厅,中楼层,8,简装,南,1999,80.21,晓翠苑,机场路,白云,一梯八户,无,商品房,https://gz.lianjia.com/ershoufang/108403345749.html
5号线文冲站，小区安静，交通便利，使用率高,5号线文冲站，带平台两房，使用率高,145,25439,2室1厅,低楼层,5,精装,南 北,1997,57,省机施大院,文冲,黄埔,一梯两户,无,商品房,https://gz.lianjia.com/ershoufang/108403348737.html
星汇海珠湾 望江四房 次新房 中间楼层视野开阔,此房是正规南向四房 南北对流户型 使用率高 采光视野好 可望江,800,73147,4室2厅,中楼层,55,精装,南,0,109.37,越秀星汇海珠湾,工业大道中,海珠,三梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403361862.html
富力广场S区 厅出阳台 南向户型方正 有平台使用,户型方正南向 视野采光好 有平台可以使用,788,61679,3室1厅,低楼层,18,精装,南,2005,127.76,富力广场S区,中山八,荔湾,两梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403366457.html
凤凰新村地铁200米 大三房 满五年唯一,此房满五年唯一，修新保养好，，位于工业大道北凤凰...,230,30782,3室1厅,中楼层,9,简装,东南,0,74.72,工业大道北,工业大道北,海珠,一梯四户,无,房改房,https://gz.lianjia.com/ershoufang/108403366863.html
汇东国际花园 2室1厅 南,链家网真房源，更多房源信息请联系经纪人,158,19750,2室1厅,高楼层,26,精装,南,2010,80,汇东国际花园,白江,增城,三梯十四户,有,商品房,https://gz.lianjia.com/ershoufang/108403367013.html
滨江绿园 3号线旁 精装三房两卫 楼层好 配套设施齐全,此房满5年唯一，税费少，全新精装，还未入住。楼层好采光足,273,29811,3室1厅,中楼层,6,精装,北,2004,91.58,滨江绿园,大石,番禺,一梯四户,无,商品房,https://gz.lianjia.com/ershoufang/108403364626.html
华侨新村团结路大四房，东南北单边，户型方正通风对流,华侨，东南北单边位，格局方正实用，环境优美，安静不吵,900,69703,4室2厅,低楼层,6,其他,南,2000,129.12,华侨新村,淘金,越秀,一梯三户,无,商品房,https://gz.lianjia.com/ershoufang/108403349052.html
电梯便宜两房 厅出阳台 户型方正 通风采光好 随时可看,产权清晰，满五唯一，无抵押，业主在外地没时间搭理,175,27297,2室1厅,低楼层,17,精装,东,2000,64.11,汇侨新城南区,新市,白云,两梯十二户,有,商品房,https://gz.lianjia.com/ershoufang/108403360706.html
新塘地铁口满五唯一，无欠款，房产清晰，近地铁,此房满五唯一，无欠款，房产清晰，近地铁,128,15805,3室2厅,中楼层,7,简装,南 北,2003,80.99,亚太新城富丽园,新塘北,增城,一梯三户,无,商品房,https://gz.lianjia.com/ershoufang/108403374773.html
宝岗大道怡雅苑二期三房2卫通风透气采光好,过五不唯一，此房是怡雅苑二期 厅出阳台 业主诚意卖,418,39802,3室2厅,中楼层,16,简装,西北,1999,105.02,怡雅苑(海珠),宝岗,海珠,两梯七户,有,商品房,https://gz.lianjia.com/ershoufang/108403370398.html
东园新村 3房1厅带主套 南北向 新装修  大院管理,商品房，南北向，安静，大院管理安全保障,480,73440,3室1厅,中楼层,7,精装,南 北,1980,65.36,东园新村,东山口,越秀,一梯两户,无,商品房,https://gz.lianjia.com/ershoufang/108403345418.html
江南西商圈 小区低层两房 楼龄新,地段好，东西朝向，马赛克外墙98年楼龄，旺中带静,259,42460,2室1厅,低楼层,9,简装,东,1998,61,嘉丽苑,江南大道中,海珠,一梯三户,无,商品房,https://gz.lianjia.com/ershoufang/108403348965.html
电梯两房 精装修，采光通风都比较好，户型方正,电梯两房 精装修，采光通风都比较好，户型方正,116,28943,2室1厅,高楼层,9,精装,西,1995,40.08,合益小区,机场路,白云,一梯八户,无,商品房,https://gz.lianjia.com/ershoufang/108403376087.html
金碧一期 花园中间 中层洋房 过五年唯一 看房方便,过五年有心卖，房屋空置，中高层，花园中间位置,265,39121,2室2厅,中楼层,22,简装,西,2000,67.74,金碧花园第一金碧,金碧,海珠,两梯九户,有,商品房,https://gz.lianjia.com/ershoufang/108403370390.html
祈福新村海晴居 实用三房  格局实用,视野开阔，中间位置，安静舒适，房型实用大方,220,28278,3室2厅,中楼层,6,简装,北,2003,77.8,祈福新村海晴居,祈福新村,番禺,一梯四户,无,商品房,https://gz.lianjia.com/ershoufang/108403354604.html
