标题,卖点,总价,单价,户型,楼层,共有楼层数,装修,朝向,建造时间,面积,小区,区域,所属区,梯户比例,是否有电梯,房屋属性,详情页
金梦南北对流，改善3房2卫，pei he证过五年,金梦南北对流，改善3房2卫户型方正，pei he证过5年,350,36765,3室1厅,高楼层,29,精装,东南,2015,95.2,万科金色梦想,香雪,黄埔,两梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403381884.html
时代云图 高层标准双卫三房  近地铁配套成熟,时代云图马上满五，高楼层标准三房，东南向看园林看黄山鲁,260,28000,3室2厅,高楼层,31,精装,东南,2016,92.86,广州时代云图,金洲,南沙,两梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403399559.html
富力碧涛湾 电梯两房 保养新净 产权清晰 望小区花园,安静舒适，望小区花园，保养新净，证满5年，没有抵押,258,37349,2室1厅,中楼层,11,精装,北,1998,69.08,富力碧涛湾,罗冲围,白云,一梯五户,有,商品房,https://gz.lianjia.com/ershoufang/108403380135.html
民航东门小区  户型方正  采光通风 满五物业 一梯户型,民航东门小区  户型方正  采光通风 满五物业 一梯户型,320,34043,3室1厅,低楼层,10,其他,东南,1995,94,民航小区向云新街,白云大道南,白云,一梯两户,有,商品房,https://gz.lianjia.com/ershoufang/108403386497.html
佳大银湾  两套打通  楼龄新 近江边，近地铁,楼层好，视野宽阔，采光充足，小区管理好，交通便利,349,70067,1室1厅,高楼层,24,精装,东,2008,49.81,佳大银湾,东晓路,海珠,三梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403377566.html
梅园南路 3室1厅 南,链家网真房源，更多房源信息请联系经纪人,128,27893,3室1厅,中楼层,6,其他,南,0,45.89,梅园南路,工业大道北,海珠,一梯四户,无,商品房,https://gz.lianjia.com/ershoufang/108403386166.html
带精装修，拎包入住，高层南向。,此房南北对流，有小区24小时安保，高层通风透气，格局好,89,9947,3室1厅,高楼层,8,精装,南,0,89.48,凯旋大厦,旧区,花都,一梯八户,暂无数据,商品房,https://gz.lianjia.com/ershoufang/108403377304.html
民航东门小区  户型方正  采光通风 满五物业 一梯户型,民航东门小区  户型方正  采光通风 满五物业 一梯户型,320,34043,3室1厅,低楼层,10,其他,东南,1995,94,民航小区向云新街,白云大道南,白云,一梯两户,有,商品房,https://gz.lianjia.com/ershoufang/108403386497.html
广州北站  3房  永发小区  5字头  大型小区,此房够五年唯一  南北对流 配套齐全 交通便利,59.5,8625,3室1厅,高楼层,7,简装,南,0,68.99,永福楼(花都),旧区,花都,一梯两户,暂无数据,商品房,https://gz.lianjia.com/ershoufang/108403398570.html
洛湖居南向两房 位置好 小区安静 采光充足  近地铁,此房满五，楼层高南向采光通风好，位置安静，不靠路不靠桥,200,29240,2室1厅,高楼层,7,简装,南,1999,68.4,芳华花园洛湖居,洛溪,番禺,一梯四户,无,商品房,https://gz.lianjia.com/ershoufang/108403404219.html
合和新城 4室1厅 东,链家网真房源，更多房源信息请联系经纪人,400,17437,4室1厅,中楼层,15,精装,东,0,229.41,合和新城,镜湖大道,花都,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403390895.html
越秀区白云山下 大院管理 外加大平台 南向 随时可看,此房已过五年，产权清晰，框架结构。随时可看,320,41586,4室1厅,中楼层,8,精装,南,0,76.95,濂泉路42号大院,沙河,天河,一梯两户,无,商品房,https://gz.lianjia.com/ershoufang/108403397893.html
东向高层视野好，有电梯位，私梯上天台，住家精装,楼层高视野好；私梯上天台；有电梯位置；满五年税费少；,140,25802,2室1厅,高楼层,8,精装,东 东南,1990,54.26,景泰新村,景泰,白云,一梯四户,无,商品房,https://gz.lianjia.com/ershoufang/108403402001.html
南向 江燕路南向两房 业主诚意放卖,满五飞唯一  低楼层 视野宽阔 采光充足,170,27446,2室1厅,中楼层,9,其他,东南,0,61.94,江燕路,江燕路,海珠,一梯五户,无,商品房,https://gz.lianjia.com/ershoufang/108403397939.html
金华花园 4室2厅 南,链家网真房源，更多房源信息请联系经纪人,120,11892,4室2厅,高楼层,9,精装,南,0,100.91,金华花园,旧区,花都,一梯十六户,有,商品房,https://gz.lianjia.com/ershoufang/108403376843.html
电梯中层，格局方正，3房带主套，交通便利,此房加装了电梯，南向户型，位于中高层，无遮挡，釆光好,162,15501,3室2厅,中楼层,7,精装,南,2004,104.51,德晖苑,旧区,花都,一梯七户,无,商品房,https://gz.lianjia.com/ershoufang/108403394733.html
体育西，满五唯一，南北通透，全明户型、交通便利。,体育西，满五唯一，南北通透，全明户型、交通便利,590,61517,3室2厅,低楼层,8,其他,东 南 北,1993,95.91,六运小区,天河南,天河,一梯两户,有,商品房,https://gz.lianjia.com/ershoufang/108403394224.html
东湖映月 2室2厅 北,链家网真房源，更多房源信息请联系经纪人,205,29033,2室2厅,低楼层,33,其他,北,2012,70.61,东湖映月,龙归,白云,三梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403400625.html
新堤一横路 西南向 户型方正 旧部前,新堤一横路 西南向 户型方正 旧部前,251,33467,2室1厅,中楼层,10,简装,东,0,75,新堤一横路,解放南,越秀,一梯四户,暂无数据,商品房,https://gz.lianjia.com/ershoufang/108403402149.html
天悦高层望江，南北对流，专梯专户，三主套，4+1房,此房业主诚心放卖，高层南北对流，一线望江，四房三卫带保姆间,4500,178707,5室1厅,中楼层,40,精装,南,2015,251.81,保利天悦花园,万胜围,海珠,三梯两户,有,商品房,https://gz.lianjia.com/ershoufang/108403393441.html
省委党校大院 楼龄新 南向双阳台 带主套 户型方正实用,此房西南向单边位，阳光充足，通风好，安静大院,998,81837,3室2厅,低楼层,21,精装,南 北,2000,121.95,省委党校大院,建设路,越秀,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403395017.html
自住全新装修 东向高层望花园 安静不吵 过五唯一,此房满五唯一 业主全新装修 东向看花园 安静不吵闹,235,43559,3室1厅,高楼层,24,精装,东,2003,53.95,翠馨华庭,广州大道南,海珠,三梯二十五户,有,商品房,https://gz.lianjia.com/ershoufang/108403384606.html
兴隆社区 低层两房 户型方正 安静小区 东风西,商品房唯一 省级东风西 视野好 采光充足 产权清晰,221,47620,2室1厅,中楼层,5,其他,东 北,0,46.41,百灵路,西门口,越秀,一梯一户,无,商品房,https://gz.lianjia.com/ershoufang/108403393330.html
近地铁，99平大三房，采光佳，视野好，户型方正实用,满五，户型方正，大三房，地铁盘，户型方正实用,,,3室2厅,中楼层,25,精装,西南,2003,99.15,盈彩美居,东圃,天河,两梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403413780.html
新世界凯粤湾 东南向三房 电梯中层 安静舒适,此房客厅和主卧南向望花园，朝向好，视野开阔无遮挡,475,51407,3室2厅,中楼层,33,精装,东南,2014,92.4,新世界凯粤湾,滘口,荔湾,三梯八户,有,商品房,https://gz.lianjia.com/ershoufang/108403386284.html
岭南样板房，南向美景园林，厅出大阳台，户型精致实用,些房满五少重税，户型方正，双面朝南，采光好。,235,36915,2室1厅,低楼层,6,简装,南,2001,63.66,岭南花园,同德围,白云,一梯三户,无,商品房,https://gz.lianjia.com/ershoufang/108403380870.html
东风东路754号大院 电梯三房 全新装修,东风东 大院管理 户型方正 房改房 满五不唯一 ..,588,80263,3室1厅,高楼层,12,精装,南,1988,73.26,东风东路754号大院,东风东,越秀,一梯两户,有,商品房,https://gz.lianjia.com/ershoufang/108403397125.html
雅逸庭顶楼复式 带2个大楼台，视野宽阔无遮挡,此房满五不唯一，楼层好，视野宽阔无遮挡，带大露台,,,5室2厅,高楼层,11,精装,东北,2010,219.44,广州雅居乐花园雅逸庭,雅居乐,番禺,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403381545.html
省级校园旁，加装电梯平层入户，三面单边。,楼下就是省级校园，小区内有丰巢柜，交通方便,500,68316,3室1厅,高楼层,9,简装,东南,1986,73.19,五羊小区,五羊新城,越秀,一梯十七户,有,商品房,https://gz.lianjia.com/ershoufang/108403385009.html
新福港鼎峰 3室1厅 南,链家网真房源，更多房源信息请联系经纪人,,,3室1厅,低楼层,17,其他,南,0,86.47,新福港鼎峰,科学城,黄埔,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403381334.html
宝岗大道地铁站 低层两房 环境安静 实用面积高,宝岗大道地铁站 大院管理环境安静舒适，框架结构，证满五年，,160,28491,2室2厅,中楼层,8,精装,东南,0,56.16,荔福路,沙园,海珠,一梯四户,无,商品房,https://gz.lianjia.com/ershoufang/108403414305.html
宏宇广场 2室1厅 西北,链家网真房源，更多房源信息请联系经纪人,245,40909,2室1厅,中楼层,33,精装,西北,2000,59.89,宏宇广场,宝岗,海珠,三梯十二户,有,商品房,https://gz.lianjia.com/ershoufang/108403410506.html
海珠北路 2室1厅 东,链家网真房源，更多房源信息请联系经纪人,230,33514,2室1厅,高楼层,8,其他,东,1992,68.63,海珠北路,西门口,越秀,一梯四户,无,商品房,https://gz.lianjia.com/ershoufang/108403391640.html
岗顶地铁站旁 正规大两房 安静不吵 满五唯一省税费,岗顶地铁站旁 正规精装修大两房 装修保养好 满五唯一省税费,330,48112,2室2厅,低楼层,9,精装,南,1990,68.59,中山三院宿舍,石牌,天河,一梯四户,无,商品房,https://gz.lianjia.com/ershoufang/108403383331.html
春兰花园 南向两房 采光通风好 交通便利,此房产权满五年，户型方正，南向采光通风好，小区配套齐,269,39688,2室1厅,高楼层,9,简装,南,1995,67.78,广信春兰花园,京溪,白云,一梯五户,无,商品房,https://gz.lianjia.com/ershoufang/108403396328.html
楼层采光好，业主诚心卖，看房方便,楼层采光好，业主诚心卖，看房方便,238,39800,2室1厅,高楼层,21,简装,南,2000,59.8,雅怡阁,东圃,天河,四梯十七户,有,商品房,https://gz.lianjia.com/ershoufang/108403401632.html
星河湾星座园四房南北对流户型装修保养好,此房中间楼层，保养很好，前后楼距开阔，业主诚心放卖,,,4室2厅,低楼层,14,精装,南 北,2006,231,广州星河湾星座,星河湾,番禺,两梯两户,有,商品房,https://gz.lianjia.com/ershoufang/108403383106.html
顶楼复式有露台，种花养鱼任你用，实用率zhao高,房产证满五年，格局方正，使用率高，二期中间位置,238,23635,3室1厅,高楼层,7,简装,西北,2001,100.7,朗陶居,桥南,番禺,一梯四户,无,商品房,https://gz.lianjia.com/ershoufang/108403396562.html
单边位，采光通透，精装修，户型方正。,此房单边位，其中一个房间朝南，大阳台望出去无遮挡，采光好。,365,39354,3室1厅,低楼层,38,精装,西北,2008,92.75,丽江花园如英居,南浦,番禺,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403387585.html
交通生活便利，户型方正，通风采光好,房产证过5年.格局方正，业主诚意放卖。 有大院管理,58,9049,3室1厅,中楼层,6,其他,南 北,0,64.1,商业大道,旧区,花都,一梯八户,暂无数据,商品房,https://gz.lianjia.com/ershoufang/108403386002.html
此房满五年，方正三房，中高层西南向厅出阳台,此房满五年，方正西南向三房，中高层厅出阳台，视野开阔采光好,,,3室1厅,高楼层,25,精装,西南,2007,94.31,盈彩美居,东圃,天河,两梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403414358.html
农林下加装电梯框架南北向大三房 大院管理环境好,此房证过五年，农林下加装电梯，南北向格局方正，三房采光通风好,750,81108,3室2厅,中楼层,9,精装,南 北,1996,92.47,执信大院,环市东,越秀,一梯两户,无,商品房,https://gz.lianjia.com/ershoufang/108403387218.html
岭南新世界锦云峰中高层3房 格局方正 视野开阔,岭南新世界锦云峰中高层3房 格局方正 视野开阔,455,48632,3室1厅,低楼层,32,其他,东北,2013,93.56,岭南新世界锦云峰,嘉禾望岗,白云,三梯八户,有,商品房,https://gz.lianjia.com/ershoufang/108403417029.html
房屋格局好. 中高楼层.视野开阔.景观好.,房屋格局好 中高楼层 视野开阔 采光充足,388,40262,3室2厅,中楼层,20,精装,西南,2008,96.37,丽江花园如英居,南浦,番禺,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403386408.html
小区楼龄新  中间楼层  装修保养好,此房满五年唯一，楼龄新，户型方正，中间楼层，通风采光好。,195,21289,3室2厅,中楼层,7,精装,北,2000,91.6,华发明苑,市桥,番禺,一梯四户,暂无数据,商品房,https://gz.lianjia.com/ershoufang/108403398263.html
南向两房 中高楼层 视野开阔 采光好,楼层好，视野开阔，采光好，出行方便，格局方正，配套齐全,120,12866,3室1厅,低楼层,18,简装,南,2013,93.27,富力金港城东区,花东镇,花都,两梯八户,有,商品房,https://gz.lianjia.com/ershoufang/108403414343.html
业主诚心割爱南向二次装修3房！,68.9方.方正三房 冬暖夏凉 低密度住宅,168,24384,3室2厅,中楼层,4,精装,南,1995,68.9,祈福新村E区,祈福新村,番禺,一梯一户,无,商品房,https://gz.lianjia.com/ershoufang/108403394974.html
精装二期 南向少有放卖三房两厅两卫，望花园中间,房子是中间楼层，安静望花园的二期，很安静舒适，南向望花园.,768,65782,3室2厅,低楼层,12,精装,南,2004,116.75,金穗雅园,广州大道南,海珠,一梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403388041.html
康裕园东，电梯4楼，户型方正，采光通风好,康裕园东， 四房 ，户型方正， 采光通风佳，不靠路看花园,308,24980,4室2厅,中楼层,7,精装,南 北,1993,123.3,康裕园,市桥,番禺,一梯两户,有,商品房,https://gz.lianjia.com/ershoufang/108403391504.html
省级校园旁，加装电梯平层入户，三面单边。,楼下就是省级校园，小区内有丰巢柜，交通方便,500,68316,3室1厅,高楼层,9,简装,东南,1986,73.19,五羊小区,五羊新城,越秀,一梯十七户,有,商品房,https://gz.lianjia.com/ershoufang/108403385009.html
中兴苑 平层电梯 实用三房 西外,此房证过五年唯一物业，平层电梯 东南向 大阳台 位置安静 西外,238,37182,3室1厅,低楼层,9,精装,东南,1998,64.01,周门小区中兴苑,周门,荔湾,一梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403408573.html
电梯南向三房，装修保养好 过五唯一 中层视野好,棠德精装修电梯南向三房，中层看金融城，过五唯一 视野好,410,43978,3室1厅,中楼层,29,精装,东南 南,1997,93.23,棠德花苑,棠下,天河,两梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403381316.html
"香雪温馨大两房，高绿化,安静舒适保养好，业主急出手","香雪温馨大两房，高绿化,安静舒适，保养好，业主急出手",256,32093,2室1厅,低楼层,33,精装,北 东北,2015,79.77,中海誉城南苑,香雪,黄埔,三梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403392315.html
百顺台花园 2室1厅 东南,链家网真房源，更多房源信息请联系经纪人,279,33647,2室1厅,低楼层,15,其他,东南,2003,82.92,百顺台花园,新市,白云,两梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403382161.html
桂花岗 2室1厅 南 北,链家网真房源，更多房源信息请联系经纪人,238,34609,2室1厅,高楼层,9,简装,南 北,0,68.77,桂花岗,桂花岗,越秀,一梯三户,无,商品房,https://gz.lianjia.com/ershoufang/108403395316.html
番禺海伦堡 3室2厅 南,链家网真房源，更多房源信息请联系经纪人,389,31524,3室2厅,中楼层,12,精装,南,2005,123.4,番禺海伦堡,桥南,番禺,一梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403390990.html
侨小少有一梯两户，南北对流，精装修,满五唯一，一梯两户，南北对流，精装修尚品宅配加装,432,68161,2室1厅,低楼层,8,精装,南 北,1990,63.38,淘金路,淘金,越秀,一梯两户,无,商品房,https://gz.lianjia.com/ershoufang/108403402632.html
此房满五年税费少南北对流低楼层视野好采光充足。,此房满五年，税费少，南北对流，中楼层视野好 .采光充足。,102,9751,4室2厅,中楼层,9,精装,东,0,104.61,宝华路(花都),旧区,花都,一梯六户,无,商品房,https://gz.lianjia.com/ershoufang/108403381955.html
花都湖锦砖三房 小区管理 安静不靠路,户型方正，三房，采光通风，视野宽阔，花都湖200米,110,11350,3室1厅,高楼层,8,简装,南,2004,96.92,日昌豪苑,旧区,花都,一梯十户,无,商品房,https://gz.lianjia.com/ershoufang/108403399578.html
此房满5唯一   中层  户型方正实用3房   保养好,此房满5唯一  电梯中层  自住保养好  户型方正实用,310,32948,3室2厅,中楼层,10,简装,东南,2008,94.09,丰年华庭,茶滘,荔湾,一梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403383696.html
晓港湾小区 3条地铁汇交 大型花园,东南向 正规两房！加装电梯 平层入户，使用率高！,240,38248,2室1厅,中楼层,9,简装,东南,1999,62.75,晓港湾,东晓南,海珠,一梯八户,有,商品房,https://gz.lianjia.com/ershoufang/108403391847.html
康怡居绿化好 环境优美 南向二楼  过五唯一 视野好,康怡居绿化好 环境优美 南向二楼  过五唯一 视野好,265,30196,3室2厅,低楼层,6,精装,南,2002,87.76,祈福新村康怡居,祈福新村,番禺,一梯四户,无,商品房,https://gz.lianjia.com/ershoufang/108403399019.html
南向，单边位安静不吵，通风采光好，满五唯一省税费,南向，单边位安静不吵，通风采光好，满五唯一省税费,,,2室2厅,低楼层,16,精装,南,2004,70.9,城市假日园,东圃,天河,两梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403382874.html
户型方正，采光好，交通便利，装修良好。,户型方正，采光好，交通便利，装修良好。,,,3室2厅,中楼层,32,精装,东南 南,2016,87.21,保利罗兰国际,科学城,黄埔,两梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403384198.html
西华路采光明亮大两房，满五唯一，省级无占用,此房满五唯一，东南单边位，厅大房大， 生活配套完善，交通便捷,256,36787,2室1厅,高楼层,9,简装,南,0,69.59,西华路,西华路,越秀,一梯三户,无,商品房,https://gz.lianjia.com/ershoufang/108403401639.html
高档社区清水房，东南向看小区里面,东南向看小区花园，可按照自己喜欢的风格装修,180,17143,3室1厅,低楼层,24,毛坯,南,2002,105,碧桂园凤凰城凤锦苑,凤凰城,增城,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403400081.html
笋盘推介 侨宫苑 6月满五年唯一 装修保养好 天台自用,笋盘推介 侨宫苑 6月满五年唯一 装修保养好 天台自用,93,13026,2室1厅,高楼层,8,精装,南,1996,71.4,侨宫苑,市桥,番禺,一梯六户,无,商品房,https://gz.lianjia.com/ershoufang/108403406045.html
学府南苑，东南向毛坯，视野好，安静,此房格局方正，视野好，安静，毛坯房的,158,12890,3室1厅,低楼层,18,毛坯,东南,2011,122.58,学府南苑,秀全街,花都,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403390224.html
金道花园 2室2厅 西北,链家网真房源，更多房源信息请联系经纪人,215,27247,2室2厅,中楼层,22,简装,西北,2000,78.91,金道花园,鹤洞,荔湾,三梯八户,有,商品房,https://gz.lianjia.com/ershoufang/108403409806.html
银利新村电梯高层南向四房 带私家50花园 少有资源,电梯实用四房，南向户型好格局方正，带自己家花园50方,390,41725,4室1厅,高楼层,10,简装,南,0,93.47,银利新村,沙太南,天河,一梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403400483.html
九洲海誉 电梯高层 精装修 大2房  望华工  视野靓,户型方正，高楼层， 采光好，业主诚心卖 ，装修好，保养好,680,81040,2室1厅,中楼层,34,精装,东北,2016,83.91,九洲海誉居,粤垦,天河,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403402652.html
石牌上盖 原装电梯高层  满五三房  楼龄新 业主诚心卖,此房满五年 原装电梯，三房 花园小区 户型方正  楼新 采光好,745,81138,3室1厅,中楼层,32,精装,南 北,2010,91.82,丰兴广场,天河南,天河,两梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403379915.html
南浦长大公司，准电梯实用两房，户型方正通风采风好,此房满五唯一不欠款，位置安静，交通生活配套成熟，适宜居住,143,20876,2室1厅,高楼层,8,简装,南,2002,68.5,南浦长大公司,南浦,番禺,一梯两户,无,商品房,https://gz.lianjia.com/ershoufang/108403410688.html
过五 精致两房 户型靓 采光好,过五 精致两房 户型靓 采光好,139,33903,2室1厅,中楼层,9,精装,南,2000,41,金道花园,鹤洞,荔湾,一梯四户,无,商品房,https://gz.lianjia.com/ershoufang/108403398355.html
电梯高楼层 视野开阔  满五年 省税费 南向 安静,电梯高楼层 视野开阔  满五年 省税费 南向 安静 业主诚心放卖,278,25046,3室2厅,高楼层,15,精装,南,2005,111,东方白云花园,市桥北,番禺,两梯八户,有,商品房,https://gz.lianjia.com/ershoufang/108403412391.html
满五年少税费，房屋格局好，户型方正,满五年少税费，房屋格局好，户型方正,420,60000,2室1厅,低楼层,8,简装,东南,1999,70,电视台小区,龙口西,天河,一梯八户,无,商品房,https://gz.lianjia.com/ershoufang/108403396532.html
晓港湾漾日云天原装电梯2房 户型方正 高层采光通风好,此房满五年，户型方正，高楼层视野开阔，采光充足，交通便利,308,44729,2室1厅,高楼层,31,简装,北,2004,68.86,晓港湾,东晓南,海珠,三梯十户,有,商品房,https://gz.lianjia.com/ershoufang/108403383524.html
锦城花园 A栋高层两房 视野宽阔 满五年未占用,房满五年，南向，楼层中高层 视野不错，采光充足，配套齐全,,,2室2厅,高楼层,12,精装,南 西,1997,87.64,锦城花园,东风东,越秀,一梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403380537.html
富力东堤湾 3室2厅 东南,链家网真房源，更多房源信息请联系经纪人,1398,114282,3室2厅,高楼层,30,精装,东南,2006,122.33,富力东堤湾,杨箕,越秀,三梯七户,有,商品房,https://gz.lianjia.com/ershoufang/108403383533.html
满五年，中层看小区花园，保养好，拎包入住,物业好，满五年，中层看小区花园，保养好，拎包入住。,245,26832,3室2厅,中楼层,30,精装,南 东,2014,91.31,万科府前一号,南沙区府,南沙,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403406838.html
三房二厅，采光充足通风效果好，户型方正,卖点改好 三房二厅，采光充足通风效果好，户型方正,,,3室1厅,中楼层,27,精装,东 北,2007,82.2,东方新世界,天河公园,天河,三梯八户,有,商品房,https://gz.lianjia.com/ershoufang/108403384795.html
"南北通透格局 视野宽阔,采光充足 一梯一户 一线望江景",前水景后江景  单边西财位 您值得拥有！,,,5室2厅,中楼层,15,精装,南 北,2006,430.49,广州星河湾星座,星河湾,番禺,两梯一户,有,商品房,https://gz.lianjia.com/ershoufang/108403398507.html
证够5年  唯一物业   4房带主人套房,证够5年  唯一物业   4房带主人套房,410,33776,4室1厅,中楼层,9,精装,东南,2000,121.39,红棉苑北区,花地湾,荔湾,一梯四户,无,商品房,https://gz.lianjia.com/ershoufang/108403395583.html
水荫直街 南向厅出阳台 不占用 看房方便,此房满五，南向采光充足，户型方正，厅出阳台，交通便利,373,47091,3室1厅,低楼层,9,简装,南,1992,79.21,水荫直街,水荫,越秀,一梯四户,无,商品房,https://gz.lianjia.com/ershoufang/108403379784.html
小区环境优美，闹中带静，交通便利， 配套齐全,户型方正，业主诚心放卖，装修保养好,,,3室2厅,高楼层,18,精装,南 北,2005,101.84,城市假日园,东圃,天河,一梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403383014.html
体育西路天河街一梯两户南向电梯大两房,一梯两户，南北通透格局好，实用率高,450,56103,2室2厅,高楼层,9,简装,南 北,0,80.21,体育西路,天河南,天河,一梯两户,有,房改房,https://gz.lianjia.com/ershoufang/108403394312.html
万科云城米酷 1室0厅 北,链家网真房源，更多房源信息请联系经纪人,38,20653,1室0厅,低楼层,17,精装,北,2017,18.4,万科云城米酷,智慧城,天河,三梯八十二户,有,商品房,https://gz.lianjia.com/ershoufang/108403385056.html
满五唯一 税费少 保养装修好 产权清晰,满五年唯一，免交增值税5.3%，个人所得税1%，购房成本低。,269,19058,4室2厅,低楼层,29,精装,西北,2013,141.15,东方名都,白江,增城,三梯五户,有,商品房,https://gz.lianjia.com/ershoufang/108403179690.html
珠江壹城 4室3厅 南,链家网真房源，更多房源信息请联系经纪人,422,13008,4室3厅,低楼层,2,简装,南,0,324.44,珠江壹城,神岗镇,从化,一梯一户,暂无数据,商品房,https://gz.lianjia.com/ershoufang/108403278907.html
地铁口南北对流精装大三房，使用率高，装修保养好,此房过五唯一，近地铁，南北对流双阳台，格局方正，小区环境优美,275,22376,3室1厅,中楼层,20,精装,南,2011,122.9,豪进山湖珺璟,白江,增城,两梯三户,有,商品房,https://gz.lianjia.com/ershoufang/108403174208.html
金地荔湖城　三叠院　188.37方　南北对流,小区背山望水 空气度好 配套齐全适合自住，保养好。,310,16457,4室2厅,低楼层,3,精装,南 北,0,188.37,金地荔湖城,永和,增城,一梯两户,暂无数据,商品房,https://gz.lianjia.com/ershoufang/108403219090.html
金泽豪庭实用两房，业主自住保养新，地铁口入门级两房,此房证满五且唯一，省税，业主自住保养新，按揭自赎,145,20685,2室1厅,高楼层,26,精装,北,2009,70.1,金泽豪庭,白江,增城,三梯三户,有,商品房,https://gz.lianjia.com/ershoufang/108403380079.html
此房源交通市场方便，采光充足。,此房满2年房，精装修很少住 楼层好，视野宽阔，采光充好,95,9584,3室2厅,中楼层,8,精装,南,0,99.13,中田南小区,新城片区,从化,一梯四户,无,商品房,https://gz.lianjia.com/ershoufang/108403388404.html
广州融创文旅城商务公寓 1室1厅 西,链家网真房源，更多房源信息请联系经纪人,42,7661,1室1厅,中楼层,40,精装,西,0,54.83,广州融创文旅城商务公寓,花城街,花都,七梯二十九户,有,商品房,https://gz.lianjia.com/ershoufang/108403411212.html
侨爱苑电梯东南向 全明户型 方正实用 满五年唯一,东南向 户型方正 满五年唯一 花园小区管理 采光充足 配套成熟,226,31194,2室2厅,低楼层,9,简装,东南,1995,72.45,侨爱苑,机场路,白云,一梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403107944.html
此房满五，南北对流采光充足，户型方正*低，,此房满五，南北对流采光充足，户型方正*低，生活交通便利,88,10590,2室2厅,高楼层,8,简装,南,2003,83.1,群星花园,新塘南,增城,一梯两户,无,商品房,https://gz.lianjia.com/ershoufang/108402109513.html
景江大厦证过五唯一江景电梯房，自住装修保养好,一线江景房，证过五唯一住宅。老城区 生活便捷，*格便宜南向三,100,10310,3室2厅,中楼层,16,精装,东南,0,97,景江大厦,新塘南,增城,两梯七户,有,商品房,https://gz.lianjia.com/ershoufang/108401210915.html
